Référence	ContexteGauche	Pivot	ContexteDroit
1731_Prevost_ManonLescaut1	j'ai cru jusqu'à présent que vous	étiez	mon ami, et j'ai voulu vous éprouver par cette confidence
1731_Prevost_ManonLescaut1	du jour, je la trouvai qui m'	attendait	. Elle était à sa fenêtre, qui donnait sur la rue
1731_Prevost_ManonLescaut1	je la trouvai qui m'attendait. Elle	était	à sa fenêtre, qui donnait sur la rue, de sorte
1731_Prevost_ManonLescaut1	. Elle était à sa fenêtre, qui	donnait	sur la rue, de sorte que, m'ayant aperçu,
1731_Prevost_ManonLescaut1	. Nous sortîmes sans bruit. Elle n'	avait	point d'autre équipage que son linge, dont je me chargeai
1731_Prevost_ManonLescaut1	je me chargeai moi -même. La chaise	était	en état de partir ; nous nous éloignâmes aussitôt de la ville
1731_Prevost_ManonLescaut1	, lorsqu'il s'aperçut que je l'	avais	trompé. Son zèle n'en devint pas moins ardent. Vous
1731_Prevost_ManonLescaut1	arrivâmes à Saint-Denis avant la nuit. J'	avais	couru à cheval à côté de la chaise, ce qui ne
1731_Prevost_ManonLescaut1	de la chaise, ce qui ne nous	avait	guère permis de nous entretenir qu'en changeant de chevaux ; mais
1731_Prevost_ManonLescaut1	elle sut me persuader qu'elle ne l'	était	pas moins pour moi. Nous étions si peu réservés dans nos
1731_Prevost_ManonLescaut1	l'était pas moins pour moi. Nous	étions	si peu réservés dans nos caresses que nous n'avions pas la
1731_Prevost_ManonLescaut1	peu réservés dans nos caresses que nous n'	avions	pas la patience d'attendre que nous fussions seuls. Nos postillons
1731_Prevost_ManonLescaut1	seuls. Nos postillons et nos hôtes nous	regardaient	avec admiration, et je remarquais qu'ils étaient surpris de voir
1731_Prevost_ManonLescaut1	hôtes nous regardaient avec admiration, et je	remarquais	qu'ils étaient surpris de voir deux enfants de notre âge,
1731_Prevost_ManonLescaut1	avec admiration, et je remarquais qu'ils	étaient	surpris de voir deux enfants de notre âge, qui paraissaient s'
1731_Prevost_ManonLescaut1	voir deux enfants de notre âge, qui	paraissaient	s'aimer jusqu'à la fureur. Nos projets de mariage furent
1731_Prevost_ManonLescaut1	tendre et constant dont je suis, j'	étais	heureux pour toute ma vie, si Manon m'eût été fidèle
1731_Prevost_ManonLescaut1	m'eût été fidèle. Plus je la	connaissais	, plus je découvrais en elle de nouvelles qualités aimables. Son
1731_Prevost_ManonLescaut1	. Plus je la connaissais, plus je	découvrais	en elle de nouvelles qualités aimables. Son esprit, son coeur
1731_Prevost_ManonLescaut1	son coeur, sa douceur et sa beauté	formaient	une chaîne si forte et si charmante, que j'aurais mis
1731_Prevost_ManonLescaut1	les hommes, par cette même constance dont	jedevais	attendre le plus doux de tous les sorts et les plus parfaites
1731_Prevost_ManonLescaut1	Trois semaines se passèrent, pendant lesquelles j'	avais	été si rempli de ma passion que j'avais peu songé à
1731_Prevost_ManonLescaut1	été si rempli de ma passion que j'	avais	peu songé à ma famille et au chagrin que mon père avait
1731_Prevost_ManonLescaut1	ma famille et au chagrin que mon père	avait	dû ressentir de mon absence. Cependant, comme la débauche n'
1731_Prevost_ManonLescaut1	absence. Cependant, comme la débauche n'	avait	nulle part à ma conduite et que Manon se comportait aussi avec
1731_Prevost_ManonLescaut1	part à ma conduite et que Manon se	comportait	aussi avec beaucoup de retenue, la tranquillité où nous vivions servit
1731_Prevost_ManonLescaut1	beaucoup de retenue, la tranquillité où nous	vivions	servit à me faire rappeler peu à peu l'idée de mon
1731_Prevost_ManonLescaut1	Je résolus de me réconcilier, s'il	était	possible, avec mon père. Ma maîtresse était si aimable que
1731_Prevost_ManonLescaut1	possible, avec mon père. Ma maîtresse	était	si aimable que je ne doutai point quelle ne pût lui plaire
1731_Prevost_ManonLescaut1	point quelle ne pût lui plaire si je	trouvais	moyen de lui faire connaître sa sagesse et son mérite : en
1731_Prevost_ManonLescaut1	et du devoir, celui de la nécessité	pouvait	y entrer aussi pour quelque chose, car nos fonds étaient extrêmement
1731_Prevost_ManonLescaut1	aussi pour quelque chose, car nos fonds	étaient	extrêmement altérés et je commençais à revenir de l'opinion qu'ils
1731_Prevost_ManonLescaut1	car nos fonds étaient extrêmement altérés et je	commençais	à revenir de l'opinion qu'ils étaient inépuisables. Manon reçut
1731_Prevost_ManonLescaut1	commençais à revenir de l'opinion qu'ils	étaient	inépuisables. Manon reçut froidement cette proposition. Cependant, les difficultés
1731_Prevost_ManonLescaut1	moindre soupçon du coup cruel qu'on se	préparait	à me porter. à l'objection de la nécessité, elle
1731_Prevost_ManonLescaut1	la nécessité, elle répondit qu'il nous	restait	encore de quoi vivre quelques semaines, et qu'elle trouverait,
1731_Prevost_ManonLescaut1	si passionnées, que moi, qui ne	vivais	que dans elle, et qui n'avais pas la moindre défiance
1731_Prevost_ManonLescaut1	vivais que dans elle, et qui n'	avais	pas la moindre défiance de son coeur, j'applaudis à toutes
1731_Prevost_ManonLescaut1	et à toutes ses résolutions. Je lui	avais	laissé la disposition de notre bourse et le soin de payer notre
1731_Prevost_ManonLescaut1	aperçus, peu après, que notre table	était	mieux servie, et qu'elle s'était donné quelques ajustements d'
1731_Prevost_ManonLescaut1	était mieux servie, et qu'elle s'	était	donné quelques ajustements d'un prix considérable. Comme je n'ignorais
1731_Prevost_ManonLescaut1	d'un prix considérable. Comme je n'	ignorais	pas qu'il devait nous rester à peine douze ou quinze pistoles
1731_Prevost_ManonLescaut1	. Comme je n'ignorais pas qu'il	devait	nous rester à peine douze ou quinze pistoles, je lui marquai
1731_Prevost_ManonLescaut1	que je trouverais des ressources ? Je l'	aimais	avec trop de simplicité pour m'alarmer facilement. Un jour que
1731_Prevost_ManonLescaut1	m'alarmer facilement. Un jour que j'	étais	sorti l'après-midi, et que je l'avais avertie que je
1731_Prevost_ManonLescaut1	sorti l'après-midi, et que je l'	avais	avertie que je serais dehors plus longtemps qu'à l'ordinaire,
1731_Prevost_ManonLescaut1	trois minutes à la porte. Nous n'	étions	servis que par une petite fille qui était à peu près de
1731_Prevost_ManonLescaut1	étions servis que par une petite fille qui	était	à peu près de notre âge. étant venue m'ouvrir,
1731_Prevost_ManonLescaut1	m'ouvrir, je lui demandai pourquoi elle	avait	tardé si longtemps. Elle me répondit, d'un air embarrassé
1731_Prevost_ManonLescaut1	un air embarrassé, qu'elle ne m'	avait	point entendu frapper. Je n'avais frappé qu'une fois ;
1731_Prevost_ManonLescaut1	m'avait point entendu frapper. Je n'	avais	frappé qu'une fois ; je lui dis : - mais,
1731_Prevost_ManonLescaut1	pleurer, en m'assurant que ce n'	était	point sa faute et que madame lui avait défendu d'ouvrir la
1731_Prevost_ManonLescaut1	était point sa faute et que madame lui	avait	défendu d'ouvrir la porte jusqu'à ce que M. de
1731_Prevost_ManonLescaut1	Fût sorti par l'autre escalier, qui	répondait	au cabinet. Je demeurai si confus, que je n'eus
1731_Prevost_ManonLescaut1	... Ma consternation fut si grande que je	versais	des larmes en descendant l'escalier, sans savoir encore de quel
1731_Prevost_ManonLescaut1	, sans savoir encore de quel sentiment elles	partaient	. J'entrai dans le premier café et, m'y étant
1731_Prevost_ManonLescaut1	deux mains pour y développer ce qui se	passait	dans mon coeur. Je n'osais rappeler ce que je venais
1731_Prevost_ManonLescaut1	se passait dans mon coeur. Je n'	osais	rappeler ce que je venais d'entendre. Je voulais le considérer
1731_Prevost_ManonLescaut1	. Je n'osais rappeler ce que je	venais	d'entendre. Je voulais le considérer comme une illusion, et
1731_Prevost_ManonLescaut1	ce que je venais d'entendre. Je	voulais	le considérer comme une illusion, et je fus prêt deux ou
1731_Prevost_ManonLescaut1	marquer quej'y eusse fait attention. Il me	paraissait	si impossible que Manon m'eût trahi, que je craignais de
1731_Prevost_ManonLescaut1	que Manon m'eût trahi, que je	craignais	de lui faire injure en la soupçonnant. Je l'adorais,
1731_Prevost_ManonLescaut1	faire injure en la soupçonnant. Je l'	adorais	, cela était sûr ; je ne lui avais pas donné plus
1731_Prevost_ManonLescaut1	la soupçonnant. Je l'adorais, cela	était	sûr ; je ne lui avais pas donné plus de preuves d'
1731_Prevost_ManonLescaut1	, cela était sûr ; je ne lui	avais	pas donné plus de preuves d'amour que je n'en avais
1731_Prevost_ManonLescaut1	de preuves d'amour que je n'en	avais	reçu d'elle ; pourquoi l'aurais -je accusée d'être moins
1731_Prevost_ManonLescaut1	eue de me tromper ? Il n'y	avait	que trois heures qu'elle m'avait accablé de ses plus tendres
1731_Prevost_ManonLescaut1	y avait que trois heures qu'elle m'	avait	accablé de ses plus tendres caresses et qu'elle avait reçu les
1731_Prevost_ManonLescaut1	de ses plus tendres caresses et qu'elle	avait	reçu les miennes avec transport ; je ne connaissais pas mieux mon
1731_Prevost_ManonLescaut1	reçu les miennes avec transport ; je ne	connaissais	pas mieux mon coeur que le sien. - non, non
1731_Prevost_ManonLescaut1	furtive de M. de B... Me	causaient	de l'embarras. Je rappelais aussi les petites acquisitions de Manon
1731_Prevost_ManonLescaut1	... Me causaient de l'embarras. Je	rappelais	aussi les petites acquisitions de Manon, qui me semblaient surpasser nos
1731_Prevost_ManonLescaut1	les petites acquisitions de Manon, qui me	semblaient	surpasser nos richesses présentes. Cela paraissait sentir les libéralités d'un
1731_Prevost_ManonLescaut1	me semblaient surpasser nos richesses présentes. Cela	paraissait	sentir les libéralités d'un nouvel amant. Et cette confiance qu'
1731_Prevost_ManonLescaut1	amant. Et cette confiance qu'elle m'	avait	marquée pour des ressources qui m'étaient inconnues ! J'avais peine
1731_Prevost_ManonLescaut1	m'avait marquée pour des ressources qui m'	étaient	inconnues ! J'avais peine à donner à tant d'énigmes un
1731_Prevost_ManonLescaut1	des ressources qui m'étaient inconnues ! J'	avais	peine à donner à tant d'énigmes un sens aussi favorable que
1731_Prevost_ManonLescaut1	un sens aussi favorable que mon coeur le	souhaitait	. D'un autre côté, je ne l'avais presque pas
1731_Prevost_ManonLescaut1	D'un autre côté, je ne l'	avais	presque pas perdue de vue depuis que nous étions à Paris.
1731_Prevost_ManonLescaut1	presque pas perdue de vue depuis que nous	étions	à Paris. Occupations, promenades, divertissements, nous avions toujours
1731_Prevost_ManonLescaut1	. Occupations, promenades, divertissements, nous	avions	toujours été l'un à côté de l'autre ; mon Dieu
1731_Prevost_ManonLescaut1	de séparation nous aurait trop affligés. Il	fallait	nous dire sans cesse que nous nousaimions ; nous serions morts d'
1731_Prevost_ManonLescaut1	Il fallait nous dire sans cesse que nous	nousaimions	; nous serions morts d'inquiétude sans cela. Je ne pouvais
1731_Prevost_ManonLescaut1	morts d'inquiétude sans cela. Je ne	pouvais	donc m'imaginer presque un seul moment où Manon pût s'être
1731_Prevost_ManonLescaut1	Peut-être m'en aurait -elle parlé si j'	étais	rentré à l'ordinaire, au lieu de venir ici m'affliger
1731_Prevost_ManonLescaut1	. Elle me reçut fort bien. J'	étais	tenté d'abord de lui découvrir mes conjectures, que je regardais
1731_Prevost_ManonLescaut1	de lui découvrir mes conjectures, que je	regardais	plus que jamais comme certaines ; je me retins, dans l'
1731_Prevost_ManonLescaut1	, en m'apprenant tout ce qui s'	était	passé. On nous servit à souper. Je me mis à
1731_Prevost_ManonLescaut1	, à la lumière de la chandelle qui	était	entre elle et moi, je crus apercevoir de la tristesse sur
1731_Prevost_ManonLescaut1	inspira aussi. Je remarquaique ses regards s'	attachaient	sur moi d'une autre façon qu'ils n'avaient accoutumé.
1731_Prevost_ManonLescaut1	moi d'une autre façon qu'ils n'	avaient	accoutumé. Je ne pouvais démêler si c'était de l'amour
1731_Prevost_ManonLescaut1	qu'ils n'avaient accoutumé. Je ne	pouvais	démêler si c'était de l'amour ou de la compassion,
1731_Prevost_ManonLescaut1	accoutumé. Je ne pouvais démêler si c'	était	de l'amour ou de la compassion, quoiqu'il me parût
1731_Prevost_ManonLescaut1	compassion, quoiqu'il me parût que c'	était	un sentiment doux et languissant. Je la regardai avec la même
1731_Prevost_ManonLescaut1	avec la même attention ; et peut-être n'	avait	-elle pas moins de peine à juger de la situation de mon
1731_Prevost_ManonLescaut1	mon coeur par mes regards. Nous ne	pensions	ni à parler, ni à manger. Enfin, je vis
1731_Prevost_ManonLescaut1	moi -même en essuyant les siens ; j'	étais	plus mort que vif. Un barbare aurait été attendri des témoignages
1731_Prevost_ManonLescaut1	ma crainte. Dans le temps que j'	étais	ainsi tout occupé d'elle, j'entendis le bruit de plusieurs
1731_Prevost_ManonLescaut1	j'entendis le bruit de plusieurs personnes qui	montaient	l'escalier. On frappa doucement à la porte. Manon me
1731_Prevost_ManonLescaut1	qu'étant un peu en désordre, elle	voulait	se cacher aux yeux des étrangers qui avaient frappé. J'allai
1731_Prevost_ManonLescaut1	voulait se cacher aux yeux des étrangers qui	avaient	frappé. J'allai leur ouvrir moi -même. à peine avais
1731_Prevost_ManonLescaut1	allai leur ouvrir moi -même. à peine	avais	-je ouvert, que je me vissaisir par trois hommes, que
1731_Prevost_ManonLescaut1	, dont il tira un petit couteau qui	était	le seul fer que j'eusse sur moi. Ils me demandèrent
1731_Prevost_ManonLescaut1	me demandèrent pardon de la nécessité où ils	étaient	de me manquer de respect ; ils me dirent, naturellement,
1731_Prevost_ManonLescaut1	ils me dirent, naturellement, qu'ils	agissaient	par l'ordre de mon père, et que mon frère aîné
1731_Prevost_ManonLescaut1	père, et que mon frère aîné m'	attendait	en bas dans un carrosse. J'étais si troublé, que
1731_Prevost_ManonLescaut1	attendait en bas dans un carrosse. J'	étais	si troublé, que je me laissai conduire sans résister et sans
1731_Prevost_ManonLescaut1	sans résister et sans répondre. Mon frère	était	effectivement à m'attendre. On me mit dans le carrosse,
1731_Prevost_ManonLescaut1	de lui, et le cocher, qui	avait	ses ordres, nous conduisit à grand train jusqu'à Saint-Denis.
1731_Prevost_ManonLescaut1	j'eus tout le loisir, dont j'	avais	besoin, pour rêver à mon infortune. J'y trouvai d'
1731_Prevost_ManonLescaut1	d'abord tant d'obscurité que je ne	voyais	pas de jour à la moindre conjecture. J'étais trahi cruellement
1731_Prevost_ManonLescaut1	de jour à la moindre conjecture. J'	étais	trahi cruellement. Mais par qui ? Tiberge fut le premier qui
1731_Prevost_ManonLescaut1	me vint à l'esprit. Traître !	Disais	-je, c'est fait de ta vie si mes soupçons se
1731_Prevost_ManonLescaut1	justes. Cependant je fis réflexion qu'il	ignorait	le lieu de ma demeure et qu'on ne pouvait, par
1731_Prevost_ManonLescaut1	lieu de ma demeure et qu'on ne	pouvait	, par conséquent, l'avoir appris de lui. Accuser Manon
1731_Prevost_ManonLescaut1	, c'est de quoi mon coeur n'	osait	se rendre coupable. Cette tristesse extraordinaire dont je l'avais vue
1731_Prevost_ManonLescaut1	coupable. Cette tristesse extraordinaire dont je l'	avais	vue comme accablée, ses larmes, le tendre baiser qu'elle
